QTPy channel,Samples averaged,ADC code,QTPy identifier
AI0,1,60014.0,48ca43576cdc
AI1,1,59597.0,48ca43576cdc
AI2,1,59517.0,48ca43576cdc
AI3,1,59636.0,48ca43576cdc
AI4,1,59656.0,48ca43576cdc
AI5,1,59577.0,48ca43576cdc
AI6,1,59696.0,48ca43576cdc
AI7,1,59934.0,48ca43576cdc
AI0,10,59914.6,48ca43576cdc
AI1,10,59848.8,48ca43576cdc
AI2,10,59628.4,48ca43576cdc
AI3,10,59636.4,48ca43576cdc
AI4,10,59582.7,48ca43576cdc
AI5,10,59541.0,48ca43576cdc
AI6,10,59590.8,48ca43576cdc
AI7,10,59880.5,48ca43576cdc
AI0,20,59917.3,48ca43576cdc
AI1,20,59865.8,48ca43576cdc
AI2,20,59549.0,48ca43576cdc
AI3,20,59581.7,48ca43576cdc
AI4,20,59554.8,48ca43576cdc
AI5,20,59513.2,48ca43576cdc
AI6,20,59556.9,48ca43576cdc
AI7,20,59879.6,48ca43576cdc
AI0,50,59879.9,48ca43576cdc
AI1,50,59897.6,48ca43576cdc
AI2,50,59590.3,48ca43576cdc
AI3,50,59522.7,48ca43576cdc
AI4,50,59627.9,48ca43576cdc
AI5,50,59565.9,48ca43576cdc
AI6,50,59541.4,48ca43576cdc
AI7,50,59878.2,48ca43576cdc
AI0,100,59904.0,48ca43576cdc
AI1,100,59869.9,48ca43576cdc
AI2,100,59522.3,48ca43576cdc
AI3,100,59577.0,48ca43576cdc
AI4,100,59581.7,48ca43576cdc
AI5,100,59580.6,48ca43576cdc
AI6,100,59577.1,48ca43576cdc
AI7,100,59878.7,48ca43576cdc
AI0,200,59886.7,48ca43576cdc
AI1,200,59890.2,48ca43576cdc
AI2,200,59541.6,48ca43576cdc
AI3,200,59578.5,48ca43576cdc
AI4,200,59542.0,48ca43576cdc
AI5,200,59590.8,48ca43576cdc
AI6,200,59560.2,48ca43576cdc
AI7,200,59857.7,48ca43576cdc
AI0,500,59882.2,48ca43576cdc
AI1,500,59884.3,48ca43576cdc
AI2,500,59569.8,48ca43576cdc
AI3,500,59570.4,48ca43576cdc
