QTPy channel,Samples averaged,ADC code,QTPy identifier
AI5,1,2482.0,48ca43576cdc
AI6,1,2680.0,48ca43576cdc
AI7,1,2998.0,48ca43576cdc
AI0,10,2924.9,48ca43576cdc
AI1,10,2988.5,48ca43576cdc
AI2,10,2483.8,48ca43576cdc
AI3,10,2551.4,48ca43576cdc
AI4,10,2553.3,48ca43576cdc
AI5,10,2551.4,48ca43576cdc
AI6,10,2553.3,48ca43576cdc
AI7,10,2990.5,48ca43576cdc
AI0,20,2923.75,48ca43576cdc
AI1,20,2963.55,48ca43576cdc
AI2,20,2555.35,48ca43576cdc
AI3,20,2577.1,48ca43576cdc
AI4,20,2555.2,48ca43576cdc
AI5,20,2613.95,48ca43576cdc
AI6,20,2641.7,48ca43576cdc
AI7,20,2948.75,48ca43576cdc
AI0,50,2917.24,48ca43576cdc
AI1,50,2937.96,48ca43576cdc
AI2,50,2555.74,48ca43576cdc
AI3,50,2579.98,48ca43576cdc
AI4,50,2558.88,48ca43576cdc
AI5,50,2556.16,48ca43576cdc
AI6,50,2570.08,48ca43576cdc
AI7,50,2920.88,48ca43576cdc
AI0,100,2937.36,48ca43576cdc
AI1,100,2932.38,48ca43576cdc
AI2,100,2583.76,48ca43576cdc
AI3,100,2545.73,48ca43576cdc
AI4,100,2552.16,48ca43576cdc
AI5,100,2583.55,48ca43576cdc
AI6,100,2578.97,48ca43576cdc
AI7,100,2952.29,48ca43576cdc
AI0,200,2924.31,48ca43576cdc
AI1,200,2937.13,48ca43576cdc
AI2,200,2591.68,48ca43576cdc
AI3,200,2568.25,48ca43576cdc
AI4,200,2557.64,48ca43576cdc
AI5,200,2571.65,48ca43576cdc
AI6,200,2578.27,48ca43576cdc
AI7,200,2930.97,48ca43576cdc
AI0,500,2943.51,48ca43576cdc
AI1,500,2946.25,48ca43576cdc
AI2,500,2573.01,48ca43576cdc
AI3,500,2575.66,48ca43576cdc
AI4,500,2568.12,48ca43576cdc
AI5,500,2584.84,48ca43576cdc
AI6,500,2574.45,48ca43576cdc
AI7,500,2945.92,48ca43576cdc
AI0,1000,2936.27,48ca43576cdc
AI1,1000,2933.85,48ca43576cdc
AI2,1000,2558.26,48ca43576cdc
AI3,1000,2567.76,48ca43576cdc
AI4,1000,2562.51,48ca43576cdc
AI5,1000,2571.78,48ca43576cdc
AI6,1000,2578.66,48ca43576cdc
